"","event_id","cluster_id","phi","r","z"
"1",0,0,2.92076336720934,1,-0.452037308590555
"2",0,0,2.92076336720934,2,-0.90407461718111
"3",0,0,2.92076336720934,3,-1.35611192577166
"4",0,0,2.92076336720934,4,-1.80814923436222
"5",0,0,2.92076336720934,5,-2.26018654295277
"6",0,1,0.86522751393604,1,0.677697452611227
"7",0,1,0.86522751393604,2,1.35539490522245
"8",0,1,0.86522751393604,3,2.03309235783368
"9",0,1,0.86522751393604,4,2.71078981044491
"10",0,1,0.86522751393604,5,3.38848726305614
"11",0,2,1.99838696728424,1,0.383937150697311
"12",0,2,1.99838696728424,2,0.767874301394621
"13",0,2,1.99838696728424,3,1.15181145209193
"14",0,2,1.99838696728424,4,1.53574860278924
"15",0,2,1.99838696728424,5,1.91968575348655
"16",0,3,1.29756903647869,1,1.19593874988394
"17",0,3,1.29756903647869,2,2.39187749976789
"18",0,3,1.29756903647869,3,3.58781624965183
"19",0,3,1.29756903647869,4,4.78375499953577
"20",0,3,1.29756903647869,5,5.97969374941972
"21",0,4,3.05273433943863,1,-0.575531391879956
"22",0,4,3.05273433943863,2,-1.15106278375991
"23",0,4,3.05273433943863,3,-1.72659417563987
"24",0,4,3.05273433943863,4,-2.30212556751982
"25",0,4,3.05273433943863,5,-2.87765695939978
"26",0,5,-1.40703981662752,1,5.23691092762807
"27",0,5,-1.40703981662752,2,10.4738218552561
"28",0,5,-1.40703981662752,3,15.7107327828842
"29",0,5,-1.40703981662752,4,20.9476437105123
"30",0,5,-1.40703981662752,5,26.1845546381403
"31",0,6,2.79126370834304,1,-1.49578928964863
"32",0,6,2.79126370834304,2,-2.99157857929726
"33",0,6,2.79126370834304,3,-4.48736786894589
"34",0,6,2.79126370834304,4,-5.98315715859452
"35",0,6,2.79126370834304,5,-7.47894644824315
"36",0,7,1.60402435316128,1,-31.9857978207701
"37",0,7,1.60402435316128,2,-63.9715956415402
"38",0,7,1.60402435316128,3,-95.9573934623103
"39",0,7,1.60402435316128,4,-127.94319128308
"40",0,7,1.60402435316128,5,-159.92898910385
"41",0,8,1.26435406811908,1,-2.80846533425686
"42",0,8,1.26435406811908,2,-5.61693066851373
"43",0,8,1.26435406811908,3,-8.42539600277059
"44",0,8,1.26435406811908,4,-11.2338613370275
"45",0,8,1.26435406811908,5,-14.0423266712843
"46",0,9,2.32640872469565,1,2.76142082646807
"47",0,9,2.32640872469565,2,5.52284165293614
"48",0,9,2.32640872469565,3,8.28426247940421
"49",0,9,2.32640872469565,4,11.0456833058723
"50",0,9,2.32640872469565,5,13.8071041323403
"51",1,0,-2.93004209775143,1,-0.839503396576582
"52",1,0,-2.93004209775143,2,-1.67900679315316
"53",1,0,-2.93004209775143,3,-2.51851018972975
"54",1,0,-2.93004209775143,4,-3.35801358630633
"55",1,0,-2.93004209775143,5,-4.19751698288291
"56",1,1,0.94964454777577,1,-23.3033530668534
"57",1,1,0.94964454777577,2,-46.6067061337068
"58",1,1,0.94964454777577,3,-69.9100592005602
"59",1,1,0.94964454777577,4,-93.2134122674136
"60",1,1,0.94964454777577,5,-116.516765334267
"61",1,2,-2.20544893496632,1,0.838813026314936
"62",1,2,-2.20544893496632,2,1.67762605262987
"63",1,2,-2.20544893496632,3,2.51643907894481
"64",1,2,-2.20544893496632,4,3.35525210525974
"65",1,2,-2.20544893496632,5,4.19406513157468
"66",1,3,-0.0588411120885013,1,1.34404444438596
"67",1,3,-0.0588411120885013,2,2.68808888877193
"68",1,3,-0.0588411120885013,3,4.03213333315789
"69",1,3,-0.0588411120885013,4,5.37617777754386
"70",1,3,-0.0588411120885013,5,6.72022222192982
"71",1,4,1.48784992207563,1,1.27744791056044
"72",1,4,1.48784992207563,2,2.55489582112087
"73",1,4,1.48784992207563,3,3.83234373168131
"74",1,4,1.48784992207563,4,5.10979164224174
"75",1,4,1.48784992207563,5,6.38723955280218
"76",1,5,-2.19535221963188,1,1.21878603419784
"77",1,5,-2.19535221963188,2,2.43757206839568
"78",1,5,-2.19535221963188,3,3.65635810259352
"79",1,5,-2.19535221963188,4,4.87514413679136
"80",1,5,-2.19535221963188,5,6.09393017098919
"81",1,6,1.38053087937245,1,5.29388152744923
"82",1,6,1.38053087937245,2,10.5877630548985
"83",1,6,1.38053087937245,3,15.8816445823477
"84",1,6,1.38053087937245,4,21.1755261097969
"85",1,6,1.38053087937245,5,26.4694076372461
"86",1,7,1.75679926834687,1,-0.325053598081121
"87",1,7,1.75679926834687,2,-0.650107196162242
"88",1,7,1.75679926834687,3,-0.975160794243363
"89",1,7,1.75679926834687,4,-1.30021439232448
"90",1,7,1.75679926834687,5,-1.6252679904056
"91",1,8,2.01532879334501,1,9.77357479401597
"92",1,8,2.01532879334501,2,19.5471495880319
"93",1,8,2.01532879334501,3,29.3207243820479
"94",1,8,2.01532879334501,4,39.0942991760639
"95",1,8,2.01532879334501,5,48.8678739700798
"96",1,9,-0.237716683111167,1,5.01668335278559
"97",1,9,-0.237716683111167,2,10.0333667055712
"98",1,9,-0.237716683111167,3,15.0500500583568
"99",1,9,-0.237716683111167,4,20.0667334111424
"100",1,9,-0.237716683111167,5,25.083416763928
"101",2,0,-3.13369046898066,1,-9.14800878605086
"102",2,0,-3.13369046898066,2,-18.2960175721017
"103",2,0,-3.13369046898066,3,-27.4440263581526
"104",2,0,-3.13369046898066,4,-36.5920351442034
"105",2,0,-3.13369046898066,5,-45.7400439302543
"106",2,1,-1.69536017028182,1,-13.8563670762335
"107",2,1,-1.69536017028182,2,-27.7127341524669
"108",2,1,-1.69536017028182,3,-41.5691012287004
"109",2,1,-1.69536017028182,4,-55.4254683049339
"110",2,1,-1.69536017028182,5,-69.2818353811673
"111",2,2,2.84280826196345,1,-1.76389783744569
"112",2,2,2.84280826196345,2,-3.52779567489139
"113",2,2,2.84280826196345,3,-5.29169351233708
"114",2,2,2.84280826196345,4,-7.05559134978277
"115",2,2,2.84280826196345,5,-8.81948918722846
"116",2,3,0.852524093633308,1,-1.01018632640132
"117",2,3,0.852524093633308,2,-2.02037265280264
"118",2,3,0.852524093633308,3,-3.03055897920396
"119",2,3,0.852524093633308,4,-4.04074530560529
"120",2,3,0.852524093633308,5,-5.05093163200661
"121",2,4,-1.03176562092809,1,0.404506692391723
"122",2,4,-1.03176562092809,2,0.809013384783446
"123",2,4,-1.03176562092809,3,1.21352007717517
"124",2,4,-1.03176562092809,4,1.61802676956689
"125",2,4,-1.03176562092809,5,2.02253346195861
"126",2,5,2.51560688999295,1,0.540331079244776
"127",2,5,2.51560688999295,2,1.08066215848955
"128",2,5,2.51560688999295,3,1.62099323773433
"129",2,5,2.51560688999295,4,2.16132431697911
"130",2,5,2.51560688999295,5,2.70165539622388
"131",2,6,0.987460949403546,1,-1.12733867892146
"132",2,6,0.987460949403546,2,-2.25467735784292
"133",2,6,0.987460949403546,3,-3.38201603676438
"134",2,6,0.987460949403546,4,-4.50935471568584
"135",2,6,0.987460949403546,5,-5.6366933946073
"136",2,7,1.16820205404175,1,-1.13098686333194
"137",2,7,1.16820205404175,2,-2.26197372666387
"138",2,7,1.16820205404175,3,-3.39296058999581
"139",2,7,1.16820205404175,4,-4.52394745332774
"140",2,7,1.16820205404175,5,-5.65493431665968
"141",2,8,-2.7420923721138,1,-5.443365206516
"142",2,8,-2.7420923721138,2,-10.886730413032
"143",2,8,-2.7420923721138,3,-16.330095619548
"144",2,8,-2.7420923721138,4,-21.773460826064
"145",2,8,-2.7420923721138,5,-27.21682603258
"146",2,9,-1.90532605668377,1,8.99067839071542
"147",2,9,-1.90532605668377,2,17.9813567814308
"148",2,9,-1.90532605668377,3,26.9720351721463
"149",2,9,-1.90532605668377,4,35.9627135628617
